track_id,type,year,month,day,hour,lon180,lat,area,timestamp
85,peak,1992,1,27,23,-3.4393929999999955,57.277772,6267872000000.0,1992-01-27 23:00:00
85,decay,1992,2,1,2,9.805205999999998,56.114461,1606148000000.0,1992-02-01 02:00:00
86,onset,1992,1,31,19,159.601633,34.676148,1186923000000.0,1992-01-31 19:00:00
86,peak,1992,2,5,22,179.99252,42.977097,6230848000000.0,1992-02-05 22:00:00
86,decay,1992,2,13,17,-166.524925,49.33456,1009812000000.0,1992-02-13 17:00:00
87,onset,1992,2,27,1,20.254391,48.366363,1006581000000.0,1992-02-27 01:00:00
87,peak,1992,3,5,9,16.981925999999987,44.626445,5488279000000.0,1992-03-05 09:00:00
87,decay,1992,3,11,11,33.997400999999996,48.60468,1050522000000.0,1992-03-11 11:00:00
88,onset,1992,3,12,19,82.37298900000002,69.681367,1084993000000.0,1992-03-12 19:00:00
88,peak,1992,3,16,13,86.29048799999998,71.543874,5979696000000.0,1992-03-16 13:00:00
88,decay,1992,3,19,13,67.061113,61.559849,3856016000000.0,1992-03-19 13:00:00
89,onset,1992,3,17,10,-25.74248399999999,33.996641,1498056000000.0,1992-03-17 10:00:00
89,peak,1992,3,22,23,-25.437587000000008,45.791751,7587941000000.0,1992-03-22 23:00:00
89,decay,1992,3,26,23,-27.667940999999928,49.985623,1482566000000.0,1992-03-26 23:00:00
90,onset,1992,4,1,11,159.158458,50.064132,1407254000000.0,1992-04-01 11:00:00
90,peak,1992,4,9,23,178.077311,64.165826,7570618000000.0,1992-04-09 23:00:00
90,decay,1992,4,14,15,135.674909,63.22226,2310896000000.0,1992-04-14 15:00:00
91,onset,1992,4,25,4,46.401409,77.467208,1032047000000.0,1992-04-25 04:00:00
91,peak,1992,4,27,14,64.610455,76.408229,3127539000000.0,1992-04-27 14:00:00
91,decay,1992,4,30,23,62.72862700000002,72.479445,1056794000000.0,1992-04-30 23:00:00
92,onset,1992,4,28,10,-23.13809600000002,40.591364,1094741000000.0,1992-04-28 10:00:00
92,peak,1992,4,30,23,-23.919188000000076,41.643304,5717679000000.0,1992-04-30 23:00:00
92,decay,1992,5,4,2,-28.79733299999998,40.001275,1002972000000.0,1992-05-04 02:00:00
93,onset,1992,5,6,19,-161.507156,41.752056,1070080000000.0,1992-05-06 19:00:00
93,peak,1992,5,11,12,172.40355399999999,47.47387,8504777000000.0,1992-05-11 12:00:00
93,decay,1992,5,24,12,-175.11050799999998,60.27402,1050169000000.0,1992-05-24 12:00:00
94,onset,1992,5,10,6,95.68733199999997,74.312629,1090180000000.0,1992-05-10 06:00:00
94,peak,1992,5,16,13,84.24637000000001,59.089747,4903880000000.0,1992-05-16 13:00:00
94,decay,1992,5,18,7,91.61495400000001,61.45628,1028782000000.0,1992-05-18 07:00:00
95,onset,1992,5,12,8,-1.88488899999993,42.692109,1120713000000.0,1992-05-12 08:00:00
95,peak,1992,5,15,23,-11.790684000000056,53.185401,10231030000000.0,1992-05-15 23:00:00
95,decay,1992,5,20,16,13.284935999999988,54.925827,1116280000000.0,1992-05-20 16:00:00
96,onset,1992,5,21,1,109.236219,58.721113,1018577000000.0,1992-05-21 01:00:00
96,peak,1992,5,22,12,108.22660100000002,56.300881,4882058000000.0,1992-05-22 12:00:00
96,decay,1992,5,26,7,114.97369400000002,48.784451,1106059000000.0,1992-05-26 07:00:00
97,onset,1992,5,23,7,18.856103999999988,64.052186,1165969000000.0,1992-05-23 07:00:00
97,peak,1992,5,26,20,5.562048000000004,66.338609,4212840000000.0,1992-05-26 20:00:00
97,decay,1992,5,29,22,17.139601,64.260405,1157612000000.0,1992-05-29 22:00:00
98,onset,1992,6,3,7,13.901163999999994,69.113427,1001470000000.0,1992-06-03 07:00:00
98,peak,1992,6,12,19,3.4611439999999902,63.233136,4616983000000.0,1992-06-12 19:00:00
98,decay,1992,6,12,20,3.225519999999989,63.055831,4539306000000.0,1992-06-12 20:00:00
99,onset,1992,6,15,13,-34.18150400000002,52.049471,1033875000000.0,1992-06-15 13:00:00
99,peak,1992,6,18,20,-30.982713999999987,56.422294,5375152000000.0,1992-06-18 20:00:00
99,decay,1992,6,21,14,-30.428492000000006,56.87125,3967631000000.0,1992-06-21 14:00:00
100,onset,1992,8,5,7,7.552054999999996,47.494751,1102413000000.0,1992-08-05 07:00:00
100,peak,1992,8,6,13,15.170033999999987,49.018852,2704882000000.0,1992-08-06 13:00:00
100,decay,1992,8,10,15,27.381171999999992,49.961265,1071592000000.0,1992-08-10 15:00:00
101,onset,1992,9,7,1,51.137493000000006,58.639083,1041088000000.0,1992-09-07 01:00:00
101,peak,1992,9,15,9,73.923171,76.958306,5451834000000.0,1992-09-15 09:00:00
101,decay,1992,9,23,0,55.330578,68.816222,1059272000000.0,1992-09-23 00:00:00
102,onset,1992,9,11,8,166.24978399999998,54.919513,1270742000000.0,1992-09-11 08:00:00
102,peak,1992,9,13,7,-171.839784,54.327682,5455073000000.0,1992-09-13 07:00:00
102,decay,1992,9,16,10,-156.72790599999996,54.212784,1042371000000.0,1992-09-16 10:00:00
103,onset,1992,9,27,16,24.699150000000003,73.293839,1088752000000.0,1992-09-27 16:00:00
103,peak,1992,10,3,11,-20.074356999999964,58.300366,6629070000000.0,1992-10-03 11:00:00
